Time,Well 101,Well 102,Well 103,Well 104,Well 105,Well 106,Well 107,Well 108,Well 109,Well 110,Well 111,Well 112,Well 113,Well 114,Well 115,Well 116,Well 117,Well 118,Well 119,Well 120
04:54:18,1.163,0.639,0.339,0.223,0.186,0.092,0.093,0.092,0.094,0.093,1.26,0.726,0.427,0.273,0.182,0.094,0.092,0.092,0.093,0.096
04:56:18,1.165,0.64,0.339,0.221,0.183,0.092,0.094,0.092,0.094,0.093,1.258,0.726,0.428,0.273,0.182,0.094,0.093,0.092,0.093,0.096
04:58:18,1.165,0.639,0.338,0.221,0.184,0.092,0.093,0.092,0.093,0.093,1.256,0.725,0.427,0.272,0.182,0.094,0.092,0.092,0.093,0.096
05:00:18,1.161,0.638,0.338,0.221,0.184,0.092,0.093,0.092,0.094,0.093,1.256,0.723,0.427,0.273,0.182,0.094,0.092,0.092,0.093,0.096
05:02:18,1.163,0.637,0.337,0.221,0.184,0.092,0.093,0.092,0.093,0.093,1.254,0.723,0.426,0.272,0.181,0.093,0.092,0.092,0.093,0.096
05:04:18,1.155,0.638,0.339,0.222,0.185,0.092,0.094,0.093,0.094,0.094,1.25,0.722,0.428,0.274,0.182,0.094,0.093,0.093,0.093,0.096
05:06:18,1.159,0.636,0.337,0.22,0.184,0.092,0.093,0.092,0.093,0.093,1.252,0.721,0.426,0.273,0.182,0.094,0.093,0.092,0.093,0.096
05:08:18,1.161,0.637,0.338,0.22,0.184,0.092,0.094,0.092,0.093,0.093,1.252,0.721,0.427,0.272,0.182,0.094,0.092,0.092,0.093,0.096
05:10:18,1.161,0.637,0.337,0.221,0.184,0.092,0.093,0.092,0.094,0.093,1.25,0.721,0.426,0.273,0.182,0.094,0.092,0.092,0.093,0.096
05:12:18,1.157,0.634,0.336,0.219,0.183,0.092,0.093,0.092,0.093,0.093,1.248,0.717,0.425,0.273,0.182,0.094,0.092,0.092,0.093,0.096
05:14:18,1.157,0.636,0.337,0.22,0.184,0.092,0.093,0.092,0.094,0.093,1.247,0.717,0.427,0.273,0.182,0.094,0.093,0.092,0.093,0.096
05:16:18,1.157,0.633,0.336,0.219,0.184,0.092,0.093,0.092,0.094,0.093,1.247,0.716,0.426,0.272,0.182,0.094,0.092,0.092,0.093,0.096
05:18:18,1.159,0.635,0.335,0.219,0.183,0.092,0.093,0.093,0.094,0.093,1.248,0.717,0.426,0.272,0.182,0.094,0.092,0.092,0.093,0.096
05:20:18,1.157,0.634,0.335,0.218,0.182,0.092,0.093,0.092,0.093,0.093,1.247,0.715,0.425,0.272,0.182,0.094,0.093,0.092,0.093,0.096
05:22:18,1.153,0.63,0.334,0.219,0.184,0.092,0.093,0.092,0.093,0.093,1.244,0.712,0.424,0.272,0.181,0.094,0.092,0.092,0.092,0.096
05:24:18,1.157,0.632,0.335,0.218,0.184,0.092,0.093,0.092,0.093,0.093,1.243,0.714,0.425,0.272,0.181,0.093,0.092,0.092,0.093,0.095
05:26:18,1.153,0.633,0.335,0.218,0.183,0.092,0.094,0.092,0.093,0.093,1.242,0.712,0.425,0.272,0.182,0.094,0.093,0.092,0.093,0.096
05:28:18,1.155,0.631,0.334,0.217,0.183,0.092,0.094,0.092,0.094,0.093,1.24,0.713,0.425,0.272,0.182,0.094,0.093,0.092,0.093,0.096
05:30:18,1.147,0.629,0.333,0.216,0.182,0.092,0.093,0.092,0.093,0.093,1.238,0.711,0.424,0.272,0.182,0.094,0.092,0.092,0.093,0.096
05:32:18,1.151,0.628,0.333,0.216,0.182,0.092,0.093,0.092,0.093,0.093,1.237,0.711,0.424,0.272,0.181,0.093,0.092,0.092,0.093,0.096
05:34:18,1.151,0.628,0.333,0.216,0.184,0.092,0.093,0.092,0.094,0.093,1.236,0.71,0.423,0.272,0.181,0.094,0.092,0.092,0.093,0.096
05:36:18,1.151,0.629,0.332,0.214,0.182,0.092,0.094,0.092,0.094,0.093,1.235,0.71,0.424,0.272,0.182,0.094,0.093,0.092,0.093,0.096
05:38:18,1.147,0.627,0.333,0.216,0.183,0.092,0.093,0.092,0.094,0.093,1.233,0.708,0.424,0.271,0.181,0.094,0.092,0.092,0.093,0.096
05:40:18,1.147,0.626,0.332,0.214,0.182,0.092,0.094,0.092,0.093,0.093,1.231,0.707,0.423,0.272,0.181,0.094,0.093,0.092,0.093,0.096
05:42:18,1.147,0.626,0.331,0.214,0.182,0.092,0.093,0.092,0.093,0.093,1.229,0.706,0.423,0.272,0.181,0.094,0.093,0.092,0.093,0.096
05:44:18,1.145,0.625,0.331,0.214,0.183,0.092,0.093,0.092,0.093,0.093,1.227,0.705,0.423,0.272,0.181,0.094,0.092,0.092,0.093,0.096
05:46:18,1.147,0.624,0.33,0.213,0.182,0.092,0.093,0.092,0.093,0.093,1.227,0.706,0.422,0.271,0.181,0.094,0.092,0.092,0.093,0.096
05:48:18,1.145,0.623,0.33,0.213,0.182,0.092,0.094,0.092,0.094,0.093,1.225,0.703,0.423,0.271,0.181,0.094,0.092,0.092,0.093,0.096
05:50:18,1.145,0.623,0.33,0.212,0.182,0.092,0.093,0.092,0.094,0.093,1.223,0.702,0.423,0.272,0.181,0.094,0.093,0.092,0.093,0.096
05:52:18,1.145,0.622,0.33,0.213,0.183,0.092,0.093,0.092,0.093,0.093,1.223,0.704,0.422,0.271,0.181,0.093,0.092,0.092,0.093,0.096
05:54:18,1.139,0.621,0.33,0.211,0.182,0.092,0.093,0.092,0.093,0.093,1.223,0.701,0.423,0.272,0.181,0.094,0.092,0.092,0.093,0.096
05:56:18,1.143,0.621,0.329,0.211,0.183,0.092,0.093,0.092,0.093,0.093,1.221,0.701,0.422,0.272,0.181,0.093,0.092,0.092,0.093,0.096
05:58:18,1.143,0.619,0.328,0.211,0.183,0.092,0.093,0.092,0.094,0.093,1.221,0.7,0.421,0.271,0.182,0.094,0.092,0.092,0.093,0.096
06:00:17,1.141,0.62,0.329,0.21,0.182,0.092,0.093,0.092,0.094,0.093,1.219,0.699,0.421,0.271,0.18,0.094,0.093,0.092,0.093,0.096
06:02:18,1.141,0.619,0.328,0.209,0.181,0.092,0.093,0.092,0.093,0.093,1.217,0.698,0.422,0.271,0.181,0.093,0.092,0.092,0.093,0.096
06:04:18,1.135,0.618,0.327,0.209,0.181,0.092,0.094,0.092,0.094,0.093,1.215,0.698,0.421,0.272,0.181,0.094,0.092,0.092,0.093,0.096
06:06:18,1.139,0.618,0.327,0.209,0.181,0.092,0.093,0.092,0.093,0.093,1.215,0.698,0.421,0.271,0.181,0.094,0.092,0.092,0.093,0.096
06:08:18,1.141,0.617,0.327,0.208,0.181,0.092,0.093,0.092,0.093,0.093,1.217,0.696,0.42,0.271,0.181,0.094,0.092,0.092,0.093,0.096
06:10:18,1.139,0.617,0.326,0.208,0.181,0.092,0.093,0.092,0.093,0.093,1.215,0.696,0.421,0.271,0.181,0.094,0.093,0.092,0.093,0.096
06:12:18,1.135,0.615,0.326,0.207,0.18,0.092,0.094,0.092,0.094,0.094,1.211,0.695,0.421,0.271,0.181,0.094,0.093,0.092,0.093,0.096
06:14:18,1.135,0.615,0.327,0.207,0.181,0.092,0.093,0.092,0.093,0.093,1.211,0.695,0.421,0.272,0.181,0.094,0.092,0.092,0.093,0.096
06:16:18,1.135,0.615,0.326,0.208,0.183,0.092,0.093,0.092,0.093,0.093,1.207,0.695,0.42,0.271,0.181,0.093,0.092,0.092,0.093,0.096
06:18:18,1.137,0.613,0.325,0.207,0.182,0.092,0.093,0.092,0.094,0.093,1.207,0.694,0.42,0.271,0.181,0.094,0.093,0.092,0.093,0.096
06:20:18,1.133,0.613,0.325,0.206,0.181,0.092,0.094,0.092,0.093,0.093,1.207,0.692,0.42,0.271,0.181,0.094,0.093,0.092,0.093,0.096
06:22:18,1.131,0.613,0.324,0.206,0.18,0.092,0.093,0.092,0.093,0.093,1.205,0.691,0.42,0.271,0.181,0.094,0.092,0.092,0.093,0.096
06:24:18,1.133,0.612,0.325,0.205,0.18,0.092,0.093,0.092,0.094,0.093,1.205,0.691,0.42,0.271,0.181,0.094,0.092,0.092,0.093,0.096
06:26:18,1.133,0.612,0.325,0.205,0.18,0.092,0.093,0.093,0.094,0.093,1.203,0.691,0.42,0.271,0.181,0.094,0.092,0.092,0.093,0.096
06:28:18,1.131,0.611,0.325,0.206,0.18,0.092,0.094,0.092,0.094,0.094,1.203,0.689,0.42,0.271,0.181,0.094,0.093,0.092,0.094,0.096
06:30:18,1.127,0.61,0.325,0.205,0.18,0.092,0.093,0.092,0.093,0.093,1.203,0.687,0.42,0.271,0.181,0.094,0.092,0.092,0.093,0.096
06:32:18,1.125,0.609,0.324,0.204,0.179,0.092,0.093,0.092,0.093,0.093,1.201,0.687,0.419,0.271,0.181,0.094,0.092,0.092,0.093,0.096
06:34:18,1.129,0.608,0.323,0.204,0.18,0.092,0.093,0.092,0.094,0.094,1.205,0.688,0.419,0.271,0.181,0.094,0.092,0.092,0.093,0.096
06:36:18,1.131,0.607,0.323,0.204,0.182,0.092,0.093,0.092,0.094,0.094,1.203,0.687,0.419,0.271,0.181,0.094,0.093,0.092,0.093,0.096
06:38:18,1.129,0.608,0.324,0.203,0.179,0.092,0.094,0.092,0.094,0.093,1.203,0.686,0.419,0.271,0.181,0.094,0.093,0.092,0.093,0.096
06:40:18,1.125,0.605,0.324,0.204,0.179,0.092,0.093,0.092,0.094,0.093,1.199,0.686,0.418,0.27,0.181,0.093,0.093,0.092,0.093,0.096
06:42:18,1.125,0.606,0.323,0.203,0.179,0.092,0.093,0.092,0.093,0.093,1.199,0.685,0.419,0.271,0.181,0.094,0.092,0.092,0.093,0.096
06:44:18,1.127,0.605,0.323,0.203,0.179,0.092,0.094,0.092,0.094,0.093,1.197,0.683,0.419,0.271,0.181,0.094,0.092,0.092,0.093,0.096
06:46:18,1.125,0.604,0.323,0.203,0.181,0.092,0.094,0.092,0.094,0.094,1.197,0.684,0.419,0.271,0.181,0.094,0.093,0.092,0.093,0.096
06:48:18,1.124,0.602,0.32,0.2,0.178,0.092,0.093,0.092,0.093,0.093,1.195,0.682,0.416,0.27,0.181,0.094,0.092,0.092,0.093,0.096
06:50:18,1.12,0.602,0.322,0.202,0.18,0.092,0.094,0.092,0.093,0.093,1.191,0.68,0.419,0.271,0.181,0.094,0.092,0.092,0.093,0.096
06:52:18,1.125,0.602,0.32,0.201,0.179,0.092,0.093,0.092,0.093,0.093,1.193,0.682,0.417,0.27,0.181,0.093,0.092,0.092,0.093,0.096
06:54:18,1.124,0.602,0.32,0.201,0.179,0.092,0.093,0.092,0.094,0.093,1.193,0.682,0.418,0.271,0.181,0.094,0.093,0.092,0.093,0.096
06:56:18,1.121,0.6,0.32,0.201,0.178,0.092,0.094,0.093,0.094,0.094,1.191,0.68,0.418,0.271,0.181,0.094,0.093,0.092,0.093,0.096
06:58:18,1.12,0.598,0.32,0.2,0.178,0.092,0.093,0.092,0.093,0.093,1.189,0.678,0.417,0.27,0.181,0.094,0.093,0.092,0.093,0.096
07:00:18,1.119,0.598,0.321,0.2,0.18,0.092,0.094,0.092,0.094,0.093,1.187,0.678,0.417,0.27,0.181,0.094,0.093,0.092,0.093,0.096
07:02:18,1.118,0.598,0.32,0.199,0.177,0.092,0.093,0.092,0.094,0.093,1.185,0.676,0.418,0.27,0.181,0.093,0.092,0.092,0.093,0.096
07:04:18,1.119,0.596,0.32,0.2,0.178,0.092,0.093,0.092,0.094,0.093,1.187,0.677,0.417,0.271,0.181,0.094,0.092,0.092,0.093,0.096
07:06:18,1.114,0.595,0.319,0.199,0.178,0.092,0.093,0.092,0.094,0.094,1.185,0.676,0.415,0.27,0.181,0.094,0.093,0.092,0.093,0.096
07:08:18,1.116,0.596,0.32,0.199,0.177,0.092,0.094,0.092,0.093,0.093,1.187,0.674,0.416,0.271,0.181,0.094,0.093,0.092,0.093,0.096
07:10:18,1.116,0.594,0.319,0.198,0.178,0.092,0.093,0.092,0.094,0.094,1.185,0.674,0.417,0.27,0.181,0.094,0.093,0.092,0.093,0.096
07:12:18,1.116,0.594,0.319,0.199,0.178,0.092,0.093,0.092,0.093,0.093,1.185,0.674,0.416,0.27,0.18,0.094,0.093,0.092,0.093,0.096
07:14:18,1.114,0.593,0.319,0.199,0.179,0.092,0.093,0.092,0.094,0.093,1.183,0.672,0.416,0.27,0.18,0.094,0.093,0.092,0.093,0.096
07:16:18,1.114,0.591,0.318,0.198,0.178,0.092,0.093,0.092,0.093,0.093,1.183,0.672,0.415,0.27,0.181,0.094,0.093,0.092,0.093,0.096
07:18:18,1.112,0.592,0.319,0.198,0.177,0.092,0.094,0.092,0.094,0.093,1.179,0.672,0.417,0.27,0.181,0.094,0.093,0.092,0.093,0.096
07:20:18,1.11,0.591,0.318,0.198,0.178,0.092,0.093,0.092,0.094,0.093,1.179,0.671,0.415,0.27,0.181,0.094,0.092,0.092,0.093,0.096
07:22:18,1.112,0.59,0.317,0.198,0.178,0.092,0.093,0.092,0.094,0.093,1.179,0.671,0.415,0.27,0.181,0.094,0.093,0.092,0.093,0.096
07:24:18,1.11,0.587,0.316,0.197,0.177,0.092,0.093,0.092,0.093,0.093,1.177,0.67,0.414,0.27,0.18,0.094,0.092,0.092,0.093,0.096
07:26:18,1.11,0.588,0.316,0.197,0.177,0.092,0.093,0.092,0.094,0.093,1.177,0.671,0.414,0.27,0.181,0.094,0.092,0.092,0.093,0.096
07:28:18,1.11,0.587,0.316,0.197,0.178,0.092,0.093,0.092,0.094,0.093,1.175,0.67,0.414,0.27,0.18,0.094,0.092,0.092,0.093,0.096
07:30:18,1.106,0.585,0.317,0.197,0.177,0.092,0.094,0.092,0.094,0.093,1.175,0.669,0.414,0.27,0.181,0.094,0.093,0.092,0.093,0.096
07:32:18,1.108,0.586,0.316,0.196,0.176,0.092,0.093,0.092,0.093,0.093,1.173,0.667,0.414,0.269,0.181,0.093,0.092,0.092,0.092,0.096
07:34:18,1.104,0.582,0.317,0.197,0.179,0.092,0.093,0.092,0.094,0.093,1.171,0.666,0.414,0.27,0.18,0.094,0.092,0.092,0.093,0.096
07:36:18,1.11,0.585,0.317,0.197,0.179,0.092,0.093,0.092,0.094,0.093,1.173,0.668,0.415,0.27,0.18,0.094,0.093,0.092,0.093,0.096
07:38:18,1.106,0.584,0.315,0.197,0.179,0.092,0.094,0.092,0.093,0.093,1.173,0.665,0.413,0.269,0.18,0.093,0.092,0.092,0.093,0.096
07:40:18,1.108,0.583,0.315,0.195,0.176,0.092,0.094,0.092,0.094,0.093,1.173,0.665,0.413,0.27,0.18,0.094,0.093,0.092,0.093,0.096
07:42:18,1.106,0.582,0.314,0.196,0.176,0.092,0.093,0.092,0.094,0.093,1.175,0.665,0.412,0.269,0.18,0.094,0.093,0.092,0.093,0.096
07:44:18,1.106,0.583,0.315,0.196,0.178,0.092,0.094,0.092,0.094,0.094,1.175,0.664,0.413,0.27,0.18,0.094,0.093,0.092,0.093,0.096
07:46:18,1.108,0.582,0.314,0.197,0.18,0.092,0.094,0.092,0.094,0.094,1.171,0.663,0.412,0.27,0.181,0.094,0.093,0.092,0.093,0.096
07:48:17,1.102,0.579,0.315,0.196,0.176,0.092,0.093,0.092,0.094,0.093,1.169,0.662,0.413,0.269,0.18,0.093,0.092,0.092,0.093,0.096
07:50:17,1.106,0.58,0.314,0.195,0.175,0.092,0.093,0.092,0.093,0.093,1.171,0.663,0.413,0.269,0.18,0.094,0.092,0.092,0.093,0.096
07:52:18,1.102,0.58,0.313,0.195,0.176,0.092,0.093,0.092,0.093,0.092,1.169,0.663,0.413,0.27,0.177,0.093,0.092,0.091,0.093,0.096
07:54:18,1.104,0.579,0.313,0.195,0.177,0.092,0.093,0.092,0.093,0.093,1.169,0.66,0.411,0.269,0.18,0.093,0.092,0.092,0.093,0.096
07:56:18,1.108,0.582,0.317,0.198,0.181,0.095,0.095,0.095,0.097,0.097,1.173,0.664,0.416,0.273,0.183,0.097,0.096,0.095,0.096,0.099
07:58:18,1.102,0.578,0.314,0.195,0.177,0.092,0.092,0.092,0.094,0.095,1.167,0.66,0.413,0.268,0.181,0.094,0.093,0.092,0.092,0.096
08:00:17,1.102,0.576,0.314,0.194,0.175,0.092,0.093,0.092,0.093,0.093,1.167,0.659,0.412,0.269,0.18,0.093,0.092,0.092,0.093,0.095
08:02:18,1.1,0.576,0.314,0.195,0.176,0.092,0.093,0.092,0.094,0.093,1.167,0.658,0.414,0.269,0.18,0.094,0.093,0.092,0.093,0.096
08:04:18,1.092,0.575,0.309,0.191,0.175,0.091,0.092,0.091,0.09,0.093,1.165,0.658,0.407,0.27,0.176,0.088,0.093,0.091,0.089,0.096
08:06:18,1.098,0.573,0.311,0.194,0.176,0.092,0.093,0.092,0.093,0.093,1.165,0.657,0.412,0.269,0.18,0.094,0.092,0.092,0.093,0.096
08:08:18,1.099,0.574,0.312,0.194,0.177,0.092,0.094,0.092,0.094,0.094,1.167,0.657,0.411,0.27,0.18,0.094,0.093,0.093,0.094,0.096
08:10:18,1.104,0.579,0.318,0.201,0.184,0.101,0.1,0.101,0.097,0.1,1.173,0.664,0.419,0.277,0.185,0.102,0.101,0.099,0.1,0.105
08:12:18,1.1,0.572,0.311,0.194,0.177,0.092,0.094,0.093,0.094,0.094,1.165,0.657,0.406,0.271,0.183,0.093,0.095,0.093,0.092,0.096
08:14:18,1.098,0.572,0.311,0.193,0.175,0.092,0.093,0.092,0.094,0.093,1.165,0.654,0.411,0.268,0.181,0.094,0.092,0.092,0.093,0.096
08:16:18,1.098,0.57,0.31,0.193,0.176,0.092,0.092,0.092,0.093,0.092,1.163,0.651,0.412,0.268,0.177,0.092,0.086,0.091,0.092,0.096
08:18:18,1.096,0.569,0.31,0.192,0.175,0.092,0.093,0.092,0.093,0.093,1.161,0.652,0.411,0.269,0.18,0.093,0.092,0.092,0.093,0.096
08:20:18,1.094,0.568,0.31,0.193,0.176,0.092,0.093,0.092,0.094,0.094,1.163,0.653,0.412,0.27,0.18,0.094,0.093,0.092,0.093,0.096
08:22:18,1.096,0.568,0.309,0.192,0.175,0.092,0.093,0.092,0.093,0.093,1.165,0.653,0.409,0.269,0.18,0.094,0.092,0.092,0.093,0.096
08:24:18,1.094,0.568,0.309,0.193,0.176,0.092,0.093,0.092,0.094,0.093,1.163,0.651,0.41,0.269,0.18,0.094,0.092,0.092,0.093,0.096
08:26:19,1.094,0.567,0.309,0.192,0.174,0.092,0.093,0.092,0.093,0.093,1.161,0.651,0.41,0.269,0.18,0.094,0.092,0.092,0.093,0.096
08:28:19,1.09,0.564,0.309,0.192,0.174,0.092,0.093,0.092,0.093,0.093,1.159,0.649,0.41,0.269,0.18,0.094,0.092,0.092,0.093,0.096
08:30:19,1.094,0.564,0.308,0.191,0.174,0.092,0.093,0.092,0.093,0.093,1.161,0.649,0.41,0.269,0.18,0.093,0.092,0.092,0.093,0.096
08:32:19,1.092,0.565,0.309,0.192,0.176,0.092,0.093,0.092,0.093,0.093,1.161,0.649,0.41,0.269,0.18,0.094,0.092,0.092,0.093,0.096
08:34:19,1.088,0.564,0.308,0.191,0.173,0.092,0.094,0.092,0.094,0.093,1.159,0.648,0.41,0.269,0.18,0.094,0.093,0.092,0.093,0.096
08:36:19,1.092,0.563,0.308,0.191,0.173,0.092,0.093,0.092,0.093,0.093,1.161,0.648,0.41,0.268,0.18,0.094,0.092,0.092,0.093,0.096
08:38:19,1.092,0.563,0.308,0.191,0.174,0.092,0.094,0.092,0.094,0.093,1.161,0.647,0.41,0.269,0.18,0.094,0.093,0.092,0.093,0.096
08:40:19,1.09,0.562,0.308,0.191,0.174,0.092,0.093,0.092,0.094,0.093,1.159,0.647,0.409,0.269,0.18,0.094,0.092,0.092,0.093,0.096
08:42:19,1.09,0.561,0.307,0.19,0.172,0.092,0.093,0.092,0.094,0.093,1.157,0.647,0.41,0.269,0.18,0.094,0.093,0.092,0.093,0.096
08:44:19,1.09,0.56,0.307,0.191,0.174,0.092,0.093,0.092,0.093,0.093,1.157,0.646,0.41,0.268,0.18,0.093,0.092,0.092,0.093,0.096
08:46:19,1.088,0.559,0.306,0.191,0.174,0.092,0.093,0.092,0.093,0.093,1.159,0.646,0.408,0.269,0.18,0.094,0.092,0.092,0.093,0.096
08:48:19,1.088,0.557,0.306,0.19,0.172,0.092,0.093,0.092,0.093,0.093,1.159,0.644,0.409,0.27,0.18,0.093,0.092,0.092,0.093,0.096
08:50:19,1.092,0.557,0.306,0.191,0.174,0.092,0.093,0.092,0.093,0.093,1.159,0.645,0.407,0.269,0.18,0.094,0.092,0.092,0.093,0.096
08:52:19,1.09,0.558,0.306,0.191,0.174,0.092,0.094,0.092,0.094,0.093,1.159,0.644,0.409,0.269,0.179,0.094,0.092,0.092,0.093,0.096
08:54:19,1.086,0.555,0.305,0.189,0.172,0.092,0.093,0.092,0.093,0.093,1.159,0.643,0.408,0.269,0.18,0.094,0.092,0.092,0.093,0.096
08:56:19,1.088,0.556,0.305,0.19,0.174,0.092,0.093,0.092,0.093,0.093,1.157,0.642,0.408,0.269,0.179,0.093,0.092,0.092,0.093,0.096
08:58:19,1.088,0.554,0.304,0.189,0.172,0.092,0.093,0.092,0.094,0.093,1.159,0.641,0.408,0.268,0.18,0.094,0.092,0.092,0.093,0.096
09:00:19,1.086,0.554,0.304,0.19,0.174,0.092,0.093,0.092,0.093,0.093,1.159,0.641,0.407,0.268,0.18,0.093,0.092,0.092,0.093,0.095
09:02:19,1.086,0.553,0.304,0.189,0.171,0.092,0.093,0.092,0.093,0.093,1.157,0.639,0.407,0.268,0.18,0.094,0.092,0.092,0.093,0.096
09:04:19,1.082,0.553,0.304,0.189,0.173,0.092,0.094,0.092,0.094,0.093,1.157,0.64,0.408,0.268,0.18,0.094,0.092,0.092,0.093,0.096
09:06:19,1.086,0.552,0.303,0.188,0.17,0.092,0.093,0.092,0.093,0.093,1.157,0.64,0.406,0.268,0.18,0.094,0.092,0.092,0.093,0.096
09:08:19,1.086,0.552,0.303,0.188,0.171,0.092,0.093,0.092,0.093,0.093,1.159,0.639,0.407,0.268,0.179,0.093,0.092,0.092,0.093,0.096
09:10:19,1.082,0.552,0.304,0.188,0.172,0.092,0.093,0.092,0.093,0.093,1.157,0.639,0.408,0.269,0.179,0.094,0.092,0.092,0.093,0.096
09:12:19,1.084,0.551,0.303,0.188,0.171,0.092,0.093,0.092,0.093,0.093,1.155,0.637,0.406,0.268,0.18,0.094,0.092,0.092,0.093,0.096
09:14:19,1.082,0.549,0.303,0.187,0.17,0.092,0.093,0.092,0.093,0.093,1.157,0.637,0.408,0.268,0.178,0.094,0.092,0.092,0.093,0.096
09:16:19,1.086,0.55,0.302,0.187,0.17,0.092,0.093,0.092,0.093,0.093,1.155,0.637,0.406,0.268,0.179,0.094,0.092,0.092,0.093,0.095
09:18:19,1.084,0.549,0.303,0.188,0.17,0.092,0.093,0.092,0.093,0.093,1.155,0.635,0.407,0.268,0.179,0.093,0.092,0.092,0.093,0.096
09:20:19,1.088,0.549,0.302,0.188,0.171,0.092,0.093,0.092,0.093,0.093,1.155,0.637,0.406,0.268,0.179,0.093,0.092,0.092,0.093,0.095
09:22:19,1.084,0.549,0.302,0.188,0.17,0.092,0.093,0.092,0.094,0.093,1.155,0.636,0.407,0.268,0.179,0.093,0.092,0.092,0.093,0.096
09:24:19,1.084,0.547,0.301,0.186,0.169,0.092,0.093,0.092,0.093,0.093,1.153,0.636,0.405,0.268,0.179,0.093,0.092,0.092,0.093,0.096
09:26:19,1.084,0.547,0.301,0.187,0.17,0.092,0.093,0.092,0.093,0.093,1.155,0.635,0.406,0.268,0.179,0.094,0.092,0.092,0.093,0.096
09:28:19,1.082,0.546,0.302,0.188,0.171,0.092,0.093,0.092,0.093,0.093,1.153,0.635,0.406,0.268,0.179,0.094,0.092,0.092,0.093,0.096
09:30:19,1.084,0.546,0.302,0.188,0.17,0.092,0.093,0.092,0.093,0.093,1.153,0.634,0.406,0.268,0.179,0.093,0.092,0.091,0.092,0.095
09:32:19,1.082,0.544,0.301,0.187,0.169,0.092,0.093,0.092,0.093,0.093,1.153,0.634,0.405,0.267,0.179,0.094,0.093,0.092,0.093,0.096
09:34:19,1.082,0.545,0.3,0.186,0.17,0.092,0.093,0.092,0.093,0.093,1.151,0.633,0.406,0.268,0.179,0.093,0.092,0.092,0.093,0.096
09:36:18,1.08,0.544,0.3,0.186,0.169,0.092,0.093,0.092,0.093,0.093,1.151,0.633,0.404,0.267,0.179,0.093,0.092,0.092,0.093,0.096
09:38:18,1.08,0.542,0.3,0.187,0.169,0.092,0.093,0.092,0.093,0.093,1.149,0.632,0.405,0.268,0.179,0.093,0.092,0.092,0.093,0.096
09:40:18,1.084,0.543,0.3,0.187,0.171,0.092,0.093,0.092,0.093,0.093,1.149,0.632,0.404,0.268,0.179,0.093,0.092,0.092,0.093,0.096
09:42:19,1.084,0.543,0.299,0.186,0.17,0.092,0.093,0.092,0.093,0.093,1.149,0.632,0.405,0.268,0.179,0.094,0.093,0.092,0.093,0.096
09:44:19,1.082,0.541,0.299,0.185,0.169,0.092,0.093,0.092,0.093,0.093,1.151,0.63,0.405,0.267,0.179,0.093,0.092,0.092,0.093,0.096
09:46:19,1.084,0.542,0.299,0.187,0.171,0.092,0.093,0.092,0.093,0.093,1.149,0.631,0.405,0.267,0.179,0.094,0.092,0.092,0.093,0.095
09:48:19,1.08,0.539,0.298,0.186,0.169,0.092,0.094,0.092,0.094,0.093,1.147,0.629,0.404,0.268,0.179,0.094,0.092,0.092,0.093,0.096
09:50:19,1.084,0.54,0.299,0.186,0.169,0.092,0.094,0.092,0.093,0.093,1.149,0.629,0.405,0.268,0.179,0.094,0.093,0.092,0.093,0.096
